Measure,Structure,Sex,Age,Height,Mean,Variance
SAT,Body,male,37,1.4,2.17472023649723,0.329552911138459
SAT,Body,male,37,1.41,2.18202622940449,0.323716996743935
SAT,Body,male,37,1.42,2.18933363925223,0.317952270754648
SAT,Body,male,37,1.43,2.19664252507965,0.312261699354148
SAT,Body,male,37,1.44,2.20395294592593,0.306648248725987
SAT,Body,male,37,1.45,2.21126496083027,0.301114885053716
SAT,Body,male,37,1.46,2.21857862883184,0.295664574520887
SAT,Body,male,37,1.47,2.22589400896984,0.290300283311052
SAT,Body,male,37,1.48,2.23321116028345,0.285024977607761
SAT,Body,male,37,1.49,2.24053014181186,0.279841623594567
SAT,Body,male,37,1.5,2.24785101259425,0.27475318745502
SAT,Body,male,37,1.51,2.25517386628663,0.269762360751872
SAT,Body,male,37,1.52,2.26249895763202,0.26487095207808
SAT,Body,male,37,1.53,2.26982667677601,0.260082059011674
SAT,Body,male,37,1.54,2.27715747602596,0.255402910389488
SAT,Body,male,37,1.55,2.28449179864936,0.250847234268037
SAT,Body,male,37,1.56,2.29183001403639,0.246436692585176
SAT,Body,male,37,1.57,2.29917236336358,0.242201007467983
SAT,Body,male,37,1.58,2.30651891900744,0.238176584584644
SAT,Body,male,37,1.59,2.31386955956992,0.234403678602419
SAT,Body,male,37,1.6,2.32122396073908,0.23092239972833
SAT,Body,male,37,1.61,2.32858160058164,0.227768082153846
SAT,Body,male,37,1.62,2.33594177649572,0.224966684226562
SAT,Body,male,37,1.63,2.3433036301367,0.222530937411566
SAT,Body,male,37,1.64,2.35066617628763,0.220457894127681
SAT,Body,male,37,1.65,2.35802833190509,0.218728349462141
SAT,Body,male,37,1.66,2.3653889423698,0.217308352484402
SAT,Body,male,37,1.67,2.37274680316302,0.216152717488876
SAT,Body,male,37,1.68,2.38010067657262,0.215210140414933
SAT,Body,male,37,1.69,2.38744930437933,0.214429268407963
SAT,Body,male,37,1.7,2.39479141856478,0.213764902064941
SAT,Body,male,37,1.71,2.40212575274104,0.213183458430659
SAT,Body,male,37,1.72,2.40945105712,0.212666898774859
SAT,Body,male,37,1.73,2.41676611939587,0.212214519599394
SAT,Body,male,37,1.74,2.42406979297192,0.211842290832568
SAT,Body,male,37,1.75,2.4313610361143,0.211579872461925
SAT,Body,male,37,1.76,2.43863902965734,0.211467912738544
SAT,Body,male,37,1.77,2.4459032222893,0.211551438951318
SAT,Body,male,37,1.78,2.45315329925368,0.211870229519893
SAT,Body,male,37,1.79,2.46038921760827,0.212452007525393
SAT,Body,male,37,1.8,2.46761123402222,0.21330714336068
SAT,Body,male,37,1.81,2.47481991730103,0.214425485453007
SAT,Body,male,37,1.82,2.48201614258761,0.215775744564475
SAT,Body,male,37,1.83,2.48920106593736,0.217307496280856
SAT,Body,male,37,1.84,2.49637607994264,0.218955503016795
SAT,Body,male,37,1.85,2.50354275304351,0.220645743780607
SAT,Body,male,37,1.86,2.5107027568677,0.222302321622061
SAT,Body,male,37,1.87,2.51785778718785,0.223854324966957
SAT,Body,male,37,1.88,2.52500948472601,0.225241760653734
SAT,Body,male,37,1.89,2.53215936200853,0.226419843681322
SAT,Body,male,37,1.9,2.53930874180192,0.227361193025963
SAT,Body,male,37,1.91,2.54645871143879,0.228055801949169
SAT,Body,male,37,1.92,2.55361009573558,0.228508975315663
SAT,Body,male,37,1.93,2.56076344940754,0.22873770643862
SAT,Body,male,37,1.94,2.56791906811079,0.228766160866901
SAT,Body,male,37,1.95,2.57507701567596,0.228621017642837
SAT,Body,male,37,1.96,2.58223716389315,0.228327381361353
SAT,Body,male,37,1.97,2.58939924045752,0.227905831392233
