Measure,Structure,Sex,Age,Height,Mean,Variance
SAT,Body,male,28,1.4,2.01705839676429,0.372788072130652
SAT,Body,male,28,1.41,2.02436438967154,0.366952157736129
SAT,Body,male,28,1.42,2.03167179951928,0.361187431746842
SAT,Body,male,28,1.43,2.0389806853467,0.355496860346342
SAT,Body,male,28,1.44,2.04629110619299,0.349883409718181
SAT,Body,male,28,1.45,2.05360312109732,0.34435004604591
SAT,Body,male,28,1.46,2.06091678909889,0.338899735513081
SAT,Body,male,28,1.47,2.06823216923689,0.333535444303246
SAT,Body,male,28,1.48,2.0755493205505,0.328260138599955
SAT,Body,male,28,1.49,2.08286830207891,0.32307678458676
SAT,Body,male,28,1.5,2.09018917286131,0.317988348447214
SAT,Body,male,28,1.51,2.09751202655369,0.312997521744065
SAT,Body,male,28,1.52,2.10483711789908,0.308106113070273
SAT,Body,male,28,1.53,2.11216483704307,0.303317220003868
SAT,Body,male,28,1.54,2.11949563629301,0.298638071381682
SAT,Body,male,28,1.55,2.12682995891641,0.294082395260231
SAT,Body,male,28,1.56,2.13416817430345,0.28967185357737
SAT,Body,male,28,1.57,2.14151052363064,0.285436168460177
SAT,Body,male,28,1.58,2.14885707927449,0.281411745576838
SAT,Body,male,28,1.59,2.15620771983697,0.277638839594613
SAT,Body,male,28,1.6,2.16356212100613,0.274157560720524
SAT,Body,male,28,1.61,2.1709197608487,0.271003243146039
SAT,Body,male,28,1.62,2.17827993676277,0.268201845218755
SAT,Body,male,28,1.63,2.18564179040375,0.26576609840376
SAT,Body,male,28,1.64,2.19300433655469,0.263693055119875
SAT,Body,male,28,1.65,2.20036649217215,0.261963510454335
SAT,Body,male,28,1.66,2.20772710263686,0.260543513476595
SAT,Body,male,28,1.67,2.21508496343008,0.25938787848107
SAT,Body,male,28,1.68,2.22243883683967,0.258445301407127
SAT,Body,male,28,1.69,2.22978746464638,0.257664429400156
SAT,Body,male,28,1.7,2.23712957883184,0.257000063057135
SAT,Body,male,28,1.71,2.2444639130081,0.256418619422853
SAT,Body,male,28,1.72,2.25178921738706,0.255902059767052
SAT,Body,male,28,1.73,2.25910427966293,0.255449680591588
SAT,Body,male,28,1.74,2.26640795323898,0.255077451824762
SAT,Body,male,28,1.75,2.27369919638135,0.254815033454119
SAT,Body,male,28,1.76,2.28097718992439,0.254703073730738
SAT,Body,male,28,1.77,2.28824138255635,0.254786599943512
SAT,Body,male,28,1.78,2.29549145952073,0.255105390512087
SAT,Body,male,28,1.79,2.30272737787532,0.255687168517587
SAT,Body,male,28,1.8,2.30994939428927,0.256542304352874
SAT,Body,male,28,1.81,2.31715807756809,0.257660646445201
SAT,Body,male,28,1.82,2.32435430285467,0.259010905556669
SAT,Body,male,28,1.83,2.33153922620441,0.26054265727305
SAT,Body,male,28,1.84,2.33871424020969,0.262190664008989
SAT,Body,male,28,1.85,2.34588091331057,0.263880904772801
SAT,Body,male,28,1.86,2.35304091713475,0.265537482614255
