Measure,Structure,Sex,Age,Height,Mean,Variance
SAT,Body,male,56,1.4,2.29381030738649,0.270878851161808
SAT,Body,male,56,1.41,2.30111630029374,0.265042936767285
SAT,Body,male,56,1.42,2.30842371014148,0.259278210777998
SAT,Body,male,56,1.43,2.31573259596891,0.253587639377498
SAT,Body,male,56,1.44,2.32304301681519,0.247974188749337
SAT,Body,male,56,1.45,2.33035503171952,0.242440825077066
SAT,Body,male,56,1.46,2.3376686997211,0.236990514544237
SAT,Body,male,56,1.47,2.34498407985909,0.231626223334401
SAT,Body,male,56,1.48,2.3523012311727,0.226350917631111
SAT,Body,male,56,1.49,2.35962021270111,0.221167563617916
SAT,Body,male,56,1.5,2.36694108348351,0.21607912747837
SAT,Body,male,56,1.51,2.37426393717589,0.211088300775221
SAT,Body,male,56,1.52,2.38158902852128,0.206196892101429
SAT,Body,male,56,1.53,2.38891674766527,0.201407999035024
SAT,Body,male,56,1.54,2.39624754691521,0.196728850412838
SAT,Body,male,56,1.55,2.40358186953861,0.192173174291387
SAT,Body,male,56,1.56,2.41092008492565,0.187762632608526
SAT,Body,male,56,1.57,2.41826243425284,0.183526947491333
SAT,Body,male,56,1.58,2.4256089898967,0.179502524607994
SAT,Body,male,56,1.59,2.43295963045918,0.175729618625769
SAT,Body,male,56,1.6,2.44031403162833,0.17224833975168
SAT,Body,male,56,1.61,2.4476716714709,0.169094022177195
SAT,Body,male,56,1.62,2.45503184738497,0.166292624249911
SAT,Body,male,56,1.63,2.46239370102595,0.163856877434915
SAT,Body,male,56,1.64,2.46975624717689,0.161783834151031
SAT,Body,male,56,1.65,2.47711840279435,0.160054289485491
SAT,Body,male,56,1.66,2.48447901325906,0.158634292507751
SAT,Body,male,56,1.67,2.49183687405228,0.157478657512226
SAT,Body,male,56,1.68,2.49919074746187,0.156536080438283
SAT,Body,male,56,1.69,2.50653937526858,0.155755208431312
SAT,Body,male,56,1.7,2.51388148945404,0.155090842088291
SAT,Body,male,56,1.71,2.5212158236303,0.154509398454009
SAT,Body,male,56,1.72,2.52854112800926,0.153992838798208
SAT,Body,male,56,1.73,2.53585619028513,0.153540459622744
SAT,Body,male,56,1.74,2.54315986386118,0.153168230855918
SAT,Body,male,56,1.75,2.55045110700356,0.152905812485275
SAT,Body,male,56,1.76,2.55772910054659,0.152793852761894
SAT,Body,male,56,1.77,2.56499329317856,0.152877378974668
SAT,Body,male,56,1.78,2.57224337014293,0.153196169543242
SAT,Body,male,56,1.79,2.57947928849752,0.153777947548743
SAT,Body,male,56,1.8,2.58670130491147,0.15463308338403
SAT,Body,male,56,1.81,2.59390998819029,0.155751425476357
SAT,Body,male,56,1.82,2.60110621347687,0.157101684587825
SAT,Body,male,56,1.83,2.60829113682662,0.158633436304206
SAT,Body,male,56,1.84,2.61546615083189,0.160281443040145
SAT,Body,male,56,1.85,2.62263282393277,0.161971683803957
SAT,Body,male,56,1.86,2.62979282775695,0.163628261645411
SAT,Body,male,56,1.87,2.63694785807711,0.165180264990306
SAT,Body,male,56,1.88,2.64409955561527,0.166567700677083
SAT,Body,male,56,1.89,2.65124943289779,0.167745783704671
SAT,Body,male,56,1.9,2.65839881269118,0.168687133049313
SAT,Body,male,56,1.91,2.66554878232805,0.169381741972518
SAT,Body,male,56,1.92,2.67270016662484,0.169834915339012
SAT,Body,male,56,1.93,2.6798535202968,0.17006364646197
SAT,Body,male,56,1.94,2.68700913900005,0.170092100890251
SAT,Body,male,56,1.95,2.69416708656521,0.169946957666187
SAT,Body,male,56,1.96,2.70132723478241,0.169653321384703
SAT,Body,male,56,1.97,2.70848931134678,0.169231771415582
SAT,Body,male,56,1.98,2.7156529513079,0.168696885402153
SAT,Body,male,56,1.99,2.72281774755578,0.168057302293008
SAT,Body,male,56,2,2.72998329644189,0.167317120919681
SAT,Body,male,56,2.01,2.73714923546394,0.166478206858024
SAT,Body,male,56,2.02,2.74431527091145,0.165542837486491
SAT,Body,male,56,2.03,2.75148119435416,0.164516072897879
SAT,Body,male,56,2.04,2.75864688775267,0.163407301257459
SAT,Body,male,56,2.05,2.76581231770602,0.162230556153455
SAT,Body,male,56,2.06,2.77297751987683,0.161003409951449
SAT,Body,male,56,2.07,2.78014257246143,0.159744887651165
SAT,Body,male,56,2.08,2.78730755765292,0.158473039118572
SAT,Body,female,56,1.4,2.78341287884129,0.151580633705163
SAT,Body,female,56,1.41,2.78596646815446,0.151449037316174
SAT,Body,female,56,1.42,2.78852005746814,0.151357037736087
SAT,Body,female,56,1.43,2.79107364678234,0.151316154574231
SAT,Body,female,56,1.44,2.79362723609704,0.151339023521159
SAT,Body,female,56,1.45,2.79618082541221,0.151438421134157
SAT,Body,female,56,1.46,2.7987344147278,0.151626136252504
SAT,Body,female,56,1.47,2.80128800404373,0.151911750257925
SAT,Body,female,56,1.48,2.80384159335987,0.152301412574397
SAT,Body,female,56,1.49,2.80639518267609,0.152796715299602
SAT,Body,female,56,1.5,2.80894877199221,0.153393778573697
SAT,Body,female,56,1.51,2.81150236130801,0.154082654144838
SAT,Body,female,56,1.52,2.81405595062328,0.15484713786159
SAT,Body,female,56,1.53,2.81660953993777,0.155665053298443
SAT,Body,female,56,1.54,2.81916312925123,0.156509030679003
SAT,Body,female,56,1.55,2.82171671856341,0.157347761253954
SAT,Body,female,56,1.56,2.8242703078741,0.158147661766889
SAT,Body,female,56,1.57,2.8268238971831,0.158874841448457
SAT,Body,female,56,1.58,2.82937748649028,0.159497229804517
SAT,Body,female,56,1.59,2.83193107579553,0.159986701281254
SAT,Body,female,56,1.6,2.83448466509884,0.160321025484581
SAT,Body,female,56,1.61,2.83703825440024,0.160485480257875
