Measure,Structure,Sex,Age,Height,Mean,Variance
SAT,Body,male,36,1.4,2.16114698321429,0.334100789364791
SAT,Body,male,36,1.41,2.16845297612155,0.328264874970268
SAT,Body,male,36,1.42,2.17576038596929,0.322500148980981
SAT,Body,male,36,1.43,2.18306927179671,0.316809577580481
SAT,Body,male,36,1.44,2.19037969264299,0.31119612695232
SAT,Body,male,36,1.45,2.19769170754733,0.305662763280049
SAT,Body,male,36,1.46,2.2050053755489,0.30021245274722
SAT,Body,male,36,1.47,2.2123207556869,0.294848161537385
SAT,Body,male,36,1.48,2.21963790700051,0.289572855834094
SAT,Body,male,36,1.49,2.22695688852892,0.284389501820899
SAT,Body,male,36,1.5,2.23427775931131,0.279301065681353
SAT,Body,male,36,1.51,2.24160061300369,0.274310238978204
SAT,Body,male,36,1.52,2.24892570434908,0.269418830304412
SAT,Body,male,36,1.53,2.25625342349307,0.264629937238007
SAT,Body,male,36,1.54,2.26358422274302,0.259950788615821
SAT,Body,male,36,1.55,2.27091854536642,0.25539511249437
SAT,Body,male,36,1.56,2.27825676075345,0.250984570811509
SAT,Body,male,36,1.57,2.28559911008064,0.246748885694316
SAT,Body,male,36,1.58,2.2929456657245,0.242724462810977
SAT,Body,male,36,1.59,2.30029630628698,0.238951556828752
SAT,Body,male,36,1.6,2.30765070745614,0.235470277954663
SAT,Body,male,36,1.61,2.3150083472987,0.232315960380178
SAT,Body,male,36,1.62,2.32236852321278,0.229514562452894
SAT,Body,male,36,1.63,2.32973037685376,0.227078815637898
SAT,Body,male,36,1.64,2.33709292300469,0.225005772354014
SAT,Body,male,36,1.65,2.34445507862215,0.223276227688474
SAT,Body,male,36,1.66,2.35181568908686,0.221856230710734
SAT,Body,male,36,1.67,2.35917354988008,0.220700595715209
SAT,Body,male,36,1.68,2.36652742328968,0.219758018641266
SAT,Body,male,36,1.69,2.37387605109639,0.218977146634295
SAT,Body,male,36,1.7,2.38121816528184,0.218312780291274
SAT,Body,male,36,1.71,2.3885524994581,0.217731336656992
SAT,Body,male,36,1.72,2.39587780383706,0.217214777001191
SAT,Body,male,36,1.73,2.40319286611293,0.216762397825727
SAT,Body,male,36,1.74,2.41049653968898,0.216390169058901
SAT,Body,male,36,1.75,2.41778778283136,0.216127750688258
SAT,Body,male,36,1.76,2.4250657763744,0.216015790964877
SAT,Body,male,36,1.77,2.43232996900636,0.216099317177651
SAT,Body,male,36,1.78,2.43958004597074,0.216418107746225
SAT,Body,male,36,1.79,2.44681596432533,0.216999885751726
SAT,Body,male,36,1.8,2.45403798073928,0.217855021587013
SAT,Body,male,36,1.81,2.46124666401809,0.21897336367934
SAT,Body,male,36,1.82,2.46844288930467,0.220323622790808
SAT,Body,male,36,1.83,2.47562781265442,0.221855374507189
SAT,Body,male,36,1.84,2.4828028266597,0.223503381243128
SAT,Body,male,36,1.85,2.48996949976057,0.22519362200694
SAT,Body,male,36,1.86,2.49712950358476,0.226850199848394
SAT,Body,male,36,1.87,2.50428453390491,0.228402203193289
SAT,Body,male,36,1.88,2.51143623144307,0.229789638880066
SAT,Body,male,36,1.89,2.51858610872559,0.230967721907654
SAT,Body,male,36,1.9,2.52573548851898,0.231909071252296
SAT,Body,male,36,1.91,2.53288545815585,0.232603680175501
SAT,Body,male,36,1.92,2.54003684245264,0.233056853541995
SAT,Body,male,36,1.93,2.5471901961246,0.233285584664953
SAT,Body,male,36,1.94,2.55434581482785,0.233314039093234
SAT,Body,male,36,1.95,2.56150376239302,0.23316889586917
SAT,Body,male,36,1.96,2.56866391061021,0.232875259587686
SAT,Body,male,36,1.97,2.57582598717458,0.232453709618565
SAT,Body,male,36,1.98,2.5829896271357,0.231918823605136
SAT,Body,male,36,1.99,2.59015442338358,0.231279240495991
SAT,Body,male,36,2,2.59731997226969,0.230539059122664
SAT,Body,male,36,2.01,2.60448591129174,0.229700145061006
SAT,Body,male,36,2.02,2.61165194673926,0.228764775689474
SAT,Body,male,36,2.03,2.61881787018196,0.227738011100862
